Date,Open,High,Low,Close,Adj Close,Volume
2008-05-06,1405.599976,1421.569946,1397.099976,1418.26001,1418.26001,3924100000
2008-05-07,1417.48999,1419.540039,1391.160034,1392.569946,1392.569946,4075860000
2008-05-08,1394.290039,1402.349976,1389.390015,1397.680054,1397.680054,3827550000
2008-05-09,1394.900024,1394.900024,1384.109985,1388.280029,1388.280029,3518620000
2008-05-12,1389.400024,1404.060059,1386.199951,1403.579956,1403.579956,3370630000
2008-05-13,1404.400024,1406.300049,1396.26001,1403.040039,1403.040039,4018590000
2008-05-14,1405.650024,1420.189941,1405.650024,1408.660034,1408.660034,3979370000
2008-05-15,1408.359985,1424.400024,1406.869995,1423.569946,1423.569946,3836480000
2008-05-16,1423.890015,1425.819946,1414.349976,1425.349976,1425.349976,3842590000
2008-05-19,1425.280029,1440.23999,1421.630005,1426.630005,1426.630005,3683970000
2008-05-20,1424.48999,1424.48999,1409.089966,1413.400024,1413.400024,3854320000
2008-05-21,1414.060059,1419.119995,1388.810059,1390.709961,1390.709961,4517990000
2008-05-22,1390.829956,1399.069946,1390.22998,1394.349976,1394.349976,3955960000
2008-05-23,1392.199951,1392.199951,1373.719971,1375.930054,1375.930054,3516380000
2008-05-27,1375.969971,1387.400024,1373.069946,1385.349976,1385.349976,3588860000
2008-05-28,1386.540039,1391.25,1378.160034,1390.839966,1390.839966,3927240000
2008-05-29,1390.5,1406.319946,1388.589966,1398.26001,1398.26001,3894440000
2008-05-30,1398.359985,1404.459961,1398.079956,1400.380005,1400.380005,3845630000
2008-06-02,1399.619995,1399.619995,1377.790039,1385.670044,1385.670044,3714320000
2008-06-03,1386.420044,1393.119995,1370.119995,1377.650024,1377.650024,4396380000
2008-06-04,1376.26001,1388.180054,1371.73999,1377.199951,1377.199951,4338640000
2008-06-05,1377.47998,1404.050049,1377.47998,1404.050049,1404.050049,4350790000
2008-06-06,1400.060059,1400.060059,1359.900024,1360.680054,1360.680054,4771660000
2008-06-09,1360.829956,1370.630005,1350.619995,1361.76001,1361.76001,4404570000
2008-06-10,1358.97998,1366.839966,1351.560059,1358.439941,1358.439941,4635070000
2008-06-11,1357.089966,1357.089966,1335.469971,1335.48999,1335.48999,4779980000
2008-06-12,1335.780029,1353.030029,1331.290039,1339.869995,1339.869995,4734240000
2008-06-13,1341.810059,1360.030029,1341.709961,1360.030029,1360.030029,4080420000
2008-06-16,1358.849976,1364.699951,1352.069946,1360.140015,1360.140015,3706940000
2008-06-17,1360.709961,1366.589966,1350.540039,1350.930054,1350.930054,3801960000
2008-06-18,1349.589966,1349.589966,1333.400024,1337.810059,1337.810059,4573570000
2008-06-19,1336.890015,1347.660034,1330.5,1342.829956,1342.829956,4811670000
2008-06-20,1341.02002,1341.02002,1314.459961,1317.930054,1317.930054,5324900000
2008-06-23,1319.77002,1323.780029,1315.310059,1318,1318,4186370000
2008-06-24,1317.22998,1326.02002,1304.420044,1314.290039,1314.290039,4705050000
2008-06-25,1314.540039,1335.630005,1314.540039,1321.969971,1321.969971,4825640000
2008-06-26,1316.290039,1316.290039,1283.150024,1283.150024,1283.150024,5231280000
2008-06-27,1283.599976,1289.449951,1272,1278.380005,1278.380005,6208260000
2008-06-30,1278.060059,1290.310059,1274.859985,1280,1280,5032330000
2008-07-01,1276.689941,1285.310059,1260.680054,1284.910034,1284.910034,5846290000
2008-07-02,1285.819946,1292.170044,1261.51001,1261.52002,1261.52002,5276090000
2008-07-03,1262.959961,1271.47998,1252.01001,1262.900024,1262.900024,3247590000
2008-07-07,1262.900024,1273.949951,1240.680054,1252.310059,1252.310059,5265420000
2008-07-08,1251.839966,1274.170044,1242.839966,1273.699951,1273.699951,6034110000
2008-07-09,1273.380005,1277.359985,1244.569946,1244.689941,1244.689941,5181000000
2008-07-10,1245.25,1257.650024,1236.76001,1253.390015,1253.390015,5840430000
2008-07-11,1248.660034,1257.27002,1225.349976,1239.48999,1239.48999,6742200000
2008-07-14,1241.609985,1253.5,1225.01001,1228.300049,1228.300049,5434860000
2008-07-15,1226.829956,1234.349976,1200.439941,1214.910034,1214.910034,7363640000
2008-07-16,1214.650024,1245.52002,1211.390015,1245.359985,1245.359985,6738630000
2008-07-17,1246.310059,1262.310059,1241.48999,1260.319946,1260.319946,7365210000
2008-07-18,1258.219971,1262.22998,1251.810059,1260.680054,1260.680054,5653280000
2008-07-21,1261.819946,1267.73999,1255.699951,1260,1260,4630640000
2008-07-22,1257.079956,1277.420044,1248.829956,1277,1277,6180230000
2008-07-23,1278.869995,1291.170044,1276.060059,1282.189941,1282.189941,6705830000
2008-07-24,1283.219971,1283.219971,1251.47998,1252.540039,1252.540039,6127980000
2008-07-25,1253.51001,1263.22998,1251.75,1257.76001,1257.76001,4672560000
2008-07-28,1257.76001,1260.089966,1234.369995,1234.369995,1234.369995,4282960000
2008-07-29,1236.380005,1263.199951,1236.380005,1263.199951,1263.199951,5414240000
2008-07-30,1264.52002,1284.329956,1264.52002,1284.26001,1284.26001,5631330000
2008-07-31,1281.369995,1284.930054,1265.969971,1267.380005,1267.380005,5346050000
2008-08-01,1269.420044,1270.52002,1254.540039,1260.310059,1260.310059,4684870000
2008-08-04,1253.27002,1260.48999,1247.449951,1249.01001,1249.01001,4562280000
2008-08-05,1254.869995,1284.880005,1254.670044,1284.880005,1284.880005,1219310000
2008-08-06,1283.98999,1291.670044,1276,1289.189941,1289.189941,4873420000
2008-08-07,1286.51001,1286.51001,1264.290039,1266.069946,1266.069946,5319380000
2008-08-08,1266.290039,1297.849976,1262.109985,1296.319946,1296.319946,4966810000
2008-08-11,1294.420044,1313.150024,1291.410034,1305.319946,1305.319946,5067310000
2008-08-12,1304.790039,1304.790039,1285.640015,1289.589966,1289.589966,4711290000
2008-08-13,1288.640015,1294.030029,1274.859985,1285.829956,1285.829956,4787600000
2008-08-14,1282.109985,1300.109985,1276.839966,1292.930054,1292.930054,4064000000
2008-08-15,1293.849976,1302.050049,1290.73999,1298.199951,1298.199951,4041820000
2008-08-18,1298.140015,1300.219971,1274.51001,1278.599976,1278.599976,3829290000
2008-08-19,1276.650024,1276.650024,1263.109985,1266.689941,1266.689941,4159760000
2008-08-20,1267.339966,1276.01001,1261.160034,1274.540039,1274.540039,4555030000
2008-08-21,1271.069946,1281.400024,1265.219971,1277.719971,1277.719971,4032590000
2008-08-22,1277.589966,1293.089966,1277.589966,1292.199951,1292.199951,3741070000
2008-08-25,1290.469971,1290.469971,1264.869995,1266.839966,1266.839966,3420600000
2008-08-26,1267.030029,1275.650024,1263.209961,1271.51001,1271.51001,3587570000
2008-08-27,1271.290039,1285.050049,1270.030029,1281.660034,1281.660034,3499610000
2008-08-28,1283.790039,1300.680054,1283.790039,1300.680054,1300.680054,3854280000
2008-08-29,1296.48999,1297.589966,1282.73999,1282.829956,1282.829956,3288120000
2008-09-02,1287.829956,1303.040039,1272.199951,1277.579956,1277.579956,4783560000
2008-09-03,1276.609985,1280.599976,1265.589966,1274.97998,1274.97998,5056980000
2008-09-04,1271.800049,1271.800049,1232.829956,1236.829956,1236.829956,5212500000
2008-09-05,1233.209961,1244.939941,1217.22998,1242.310059,1242.310059,5017080000
2008-09-08,1249.5,1274.420044,1247.119995,1267.790039,1267.790039,7351340000
2008-09-09,1267.97998,1268.660034,1224.51001,1224.51001,1224.51001,7380630000
2008-09-10,1227.5,1243.900024,1221.599976,1232.040039,1232.040039,6543440000
2008-09-11,1229.040039,1249.97998,1211.540039,1249.050049,1249.050049,6869250000
2008-09-12,1245.880005,1255.089966,1233.810059,1251.699951,1251.699951,6273260000
2008-09-15,1250.920044,1250.920044,1192.699951,1192.699951,1192.699951,8279510000
2008-09-16,1188.310059,1214.839966,1169.280029,1213.599976,1213.599976,9459830000
2008-09-17,1210.339966,1210.339966,1155.880005,1156.390015,1156.390015,9431870000
2008-09-18,1157.079956,1211.140015,1133.5,1206.51001,1206.51001,10082690000
2008-09-19,1213.109985,1265.119995,1213.109985,1255.079956,1255.079956,9387170000
2008-09-22,1255.369995,1255.369995,1205.609985,1207.089966,1207.089966,5368130000
2008-09-23,1207.609985,1221.150024,1187.060059,1188.219971,1188.219971,5185730000
2008-09-24,1188.790039,1197.410034,1179.790039,1185.869995,1185.869995,4820360000
2008-09-25,1187.869995,1220.030029,1187.869995,1209.180054,1209.180054,5877640000
2008-09-26,1204.469971,1215.77002,1187.540039,1213.27002,1213.27002,5383610000
2008-09-29,1209.069946,1209.069946,1106.420044,1106.420044,1106.420044,7305060000
2008-09-30,1113.780029,1168.030029,1113.780029,1166.359985,1166.359985,4937680000
2008-10-01,1164.170044,1167.030029,1140.77002,1161.060059,1161.060059,5782130000
2008-10-02,1160.640015,1160.640015,1111.430054,1114.280029,1114.280029,6285640000
2008-10-03,1115.160034,1153.819946,1098.140015,1099.22998,1099.22998,6716120000
2008-10-06,1097.560059,1097.560059,1007.969971,1056.890015,1056.890015,7956020000
2008-10-07,1057.599976,1072.910034,996.22998,996.22998,996.22998,7069210000
2008-10-08,988.909973,1021.059998,970.969971,984.940002,984.940002,8716330000
2008-10-09,988.419983,1005.25,909.190002,909.919983,909.919983,6819000000
2008-10-10,902.309998,936.359985,839.799988,899.219971,899.219971,11456230000
2008-10-13,912.75,1006.929993,912.75,1003.349976,1003.349976,7263370000
2008-10-14,1009.969971,1044.310059,972.070007,998.01001,998.01001,8161990000
2008-10-15,994.599976,994.599976,903.98999,907.840027,907.840027,6542330000
2008-10-16,909.530029,947.710022,865.830017,946.429993,946.429993,7984500000
2008-10-17,942.289978,984.640015,918.73999,940.549988,940.549988,6581780000
2008-10-20,943.51001,985.400024,943.51001,985.400024,985.400024,5175640000
2008-10-21,980.400024,985.440002,952.469971,955.049988,955.049988,5121830000
2008-10-22,951.669983,951.669983,875.809998,896.780029,896.780029,6147980000
2008-10-23,899.080017,922.830017,858.440002,908.109985,908.109985,7189900000
2008-10-24,895.219971,896.299988,852.849976,876.77002,876.77002,6550050000
2008-10-27,874.280029,893.780029,846.75,848.919983,848.919983,5558050000
2008-10-28,848.919983,940.51001,845.27002,940.51001,940.51001,7096950000
2008-10-29,939.51001,969.969971,922.26001,930.090027,930.090027,7077800000
2008-10-30,939.380005,963.22998,928.5,954.090027,954.090027,6175830000
2008-10-31,953.109985,984.380005,944.590027,968.75,968.75,6394350000
2008-11-03,968.669983,975.570007,958.820007,966.299988,966.299988,4492280000
2008-11-04,971.309998,1007.51001,971.309998,1005.75,1005.75,5531290000
2008-11-05,1001.840027,1001.840027,949.859985,952.77002,952.77002,5426640000
2008-11-06,952.400024,952.400024,899.72998,904.880005,904.880005,6102230000
2008-11-07,907.440002,931.460022,906.900024,930.98999,930.98999,4931640000
2008-11-10,936.75,951.950012,907.469971,919.210022,919.210022,4572000000
2008-11-11,917.150024,917.150024,884.900024,898.950012,898.950012,4998340000
2008-11-12,893.390015,893.390015,850.47998,852.299988,852.299988,5764180000
2008-11-13,853.130005,913.01001,818.690002,911.289978,911.289978,7849120000
2008-11-14,904.359985,916.880005,869.880005,873.289978,873.289978,5881030000
2008-11-17,873.22998,882.289978,848.97998,850.75,850.75,4927490000
2008-11-18,852.340027,865.900024,826.840027,859.119995,859.119995,6679470000
2008-11-19,859.030029,864.570007,806.179993,806.580017,806.580017,6548600000
2008-11-20,805.869995,820.52002,747.780029,752.440002,752.440002,9093740000
2008-11-21,755.840027,801.200012,741.02002,800.030029,800.030029,9495900000
2008-11-24,801.200012,865.599976,801.200012,851.809998,851.809998,7879440000
2008-11-25,853.400024,868.940002,834.98999,857.390015,857.390015,6952700000
2008-11-26,852.900024,887.679993,841.369995,887.679993,887.679993,5793260000
2008-11-28,886.890015,896.25,881.210022,896.23999,896.23999,2740860000
2008-12-01,888.609985,888.609985,815.690002,816.210022,816.210022,6052010000
2008-12-02,817.940002,850.539978,817.940002,848.809998,848.809998,6170100000
2008-12-03,843.599976,873.119995,827.599976,870.73999,870.73999,6221880000
2008-12-04,869.75,875.599976,833.599976,845.219971,845.219971,5860390000
2008-12-05,844.429993,879.419983,818.409973,876.070007,876.070007,6165370000
2008-12-08,882.710022,918.570007,882.710022,909.700012,909.700012,6553600000
2008-12-09,906.47998,916.26001,885.380005,888.669983,888.669983,5693110000
2008-12-10,892.169983,908.27002,885.450012,899.23999,899.23999,5942130000
2008-12-11,898.349976,904.630005,868.72998,873.590027,873.590027,5513840000
2008-12-12,871.789978,883.23999,851.349976,879.72998,879.72998,5959590000
2008-12-15,881.070007,884.630005,857.719971,868.570007,868.570007,4982390000
2008-12-16,871.530029,914.659973,871.530029,913.179993,913.179993,6009780000
2008-12-17,908.159973,918.849976,895.940002,904.419983,904.419983,5907380000
2008-12-18,905.97998,911.02002,877.440002,885.280029,885.280029,5675000000
2008-12-19,886.960022,905.469971,883.02002,887.880005,887.880005,6705310000
2008-12-22,887.200012,887.369995,857.090027,871.630005,871.630005,4869850000
2008-12-23,874.309998,880.440002,860.099976,863.159973,863.159973,4051970000
2008-12-24,863.869995,869.789978,861.440002,868.150024,868.150024,1546550000
2008-12-26,869.51001,873.73999,866.52002,872.799988,872.799988,1880050000
2008-12-29,872.369995,873.700012,857.070007,869.419983,869.419983,3323430000
2008-12-30,870.580017,891.119995,870.580017,890.640015,890.640015,3627800000
2008-12-31,890.590027,910.320007,889.669983,903.25,903.25,4172940000
2009-01-02,902.98999,934.72998,899.349976,931.799988,931.799988,4048270000
2009-01-05,929.169983,936.630005,919.530029,927.450012,927.450012,5413910000
2009-01-06,931.169983,943.849976,927.280029,934.700012,934.700012,5392620000
2009-01-07,927.450012,927.450012,902.369995,906.650024,906.650024,4704940000
2009-01-08,905.72998,910,896.809998,909.72998,909.72998,4991550000
2009-01-09,909.909973,911.929993,888.309998,890.349976,890.349976,4716500000
2009-01-12,890.400024,890.400024,864.320007,870.26001,870.26001,4725050000
2009-01-13,869.789978,877.02002,862.02002,871.789978,871.789978,5567460000
2009-01-14,867.280029,867.280029,836.929993,842.619995,842.619995,5407880000
2009-01-15,841.98999,851.590027,817.039978,843.73999,843.73999,7807350000
2009-01-16,844.450012,858.130005,830.659973,850.119995,850.119995,6786040000
2009-01-20,849.640015,849.640015,804.469971,805.219971,805.219971,6375230000
2009-01-21,806.77002,841.719971,804.299988,840.23999,840.23999,6467830000
2009-01-22,839.73999,839.73999,811.289978,827.5,827.5,5843830000
2009-01-23,822.159973,838.609985,806.070007,831.950012,831.950012,5832160000
2009-01-26,832.5,852.530029,827.690002,836.570007,836.570007,6039940000
2009-01-27,837.299988,850.450012,835.400024,845.710022,845.710022,5353260000
2009-01-28,845.72998,877.859985,845.72998,874.090027,874.090027,6199180000
2009-01-29,868.890015,868.890015,844.150024,845.140015,845.140015,5067060000
2009-01-30,845.690002,851.659973,821.669983,825.880005,825.880005,5350580000
2009-02-02,823.090027,830.780029,812.869995,825.440002,825.440002,5673270000
2009-02-03,825.690002,842.599976,821.97998,838.51001,838.51001,5886310000
2009-02-04,837.77002,851.849976,829.179993,832.22998,832.22998,6420450000
2009-02-05,831.75,850.549988,819.909973,845.849976,845.849976,6624030000
2009-02-06,846.090027,870.75,845.419983,868.599976,868.599976,6484100000
2009-02-09,868.23999,875.01001,861.650024,869.890015,869.890015,5574370000
2009-02-10,866.869995,868.049988,822.98999,827.159973,827.159973,6770170000
2009-02-11,827.409973,838.219971,822.299988,833.73999,833.73999,5926460000
2009-02-12,829.909973,835.47998,808.059998,835.190002,835.190002,6476460000
2009-02-13,833.950012,839.429993,825.210022,826.840027,826.840027,5296650000
2009-02-17,818.609985,818.609985,789.169983,789.169983,789.169983,5907820000
2009-02-18,791.059998,796.169983,780.429993,788.419983,788.419983,5740710000
2009-02-19,787.909973,797.580017,777.030029,778.940002,778.940002,5746940000
2009-02-20,775.869995,778.690002,754.25,770.049988,770.049988,8210590000
2009-02-23,773.25,777.849976,742.369995,743.330017,743.330017,6509300000
2009-02-24,744.690002,775.48999,744.690002,773.140015,773.140015,7234490000
2009-02-25,770.640015,780.119995,752.890015,764.900024,764.900024,7483640000
2009-02-26,765.76001,779.419983,751.75,752.830017,752.830017,7599970000
2009-02-27,749.929993,751.27002,734.52002,735.090027,735.090027,8926480000
2009-03-02,729.570007,729.570007,699.700012,700.820007,700.820007,7868290000
2009-03-03,704.440002,711.669983,692.299988,696.330017,696.330017,7583230000
2009-03-04,698.599976,724.119995,698.599976,712.869995,712.869995,7673620000
2009-03-05,708.27002,708.27002,677.929993,682.549988,682.549988,7507250000
2009-03-06,684.039978,699.090027,666.789978,683.380005,683.380005,7331830000
2009-03-09,680.76001,695.27002,672.880005,676.530029,676.530029,7277320000
2009-03-10,679.280029,719.599976,679.280029,719.599976,719.599976,8618330000
2009-03-11,719.590027,731.919983,713.849976,721.359985,721.359985,7287810000
2009-03-12,720.890015,752.630005,714.76001,750.73999,750.73999,7326630000
2009-03-13,751.969971,758.289978,742.460022,756.549988,756.549988,6787090000
2009-03-16,758.840027,774.530029,753.369995,753.890015,753.890015,7883540000
2009-03-17,753.880005,778.119995,749.929993,778.119995,778.119995,6156800000
2009-03-18,776.01001,803.039978,765.640015,794.349976,794.349976,9098450000
2009-03-19,797.919983,803.23999,781.820007,784.039978,784.039978,9033870000
2009-03-20,784.580017,788.909973,766.200012,768.539978,768.539978,7643720000
2009-03-23,772.309998,823.369995,772.309998,822.919983,822.919983,7715770000
2009-03-24,820.599976,823.650024,805.47998,806.119995,806.119995,6767980000
2009-03-25,806.809998,826.780029,791.369995,813.880005,813.880005,7687180000
2009-03-26,814.059998,832.97998,814.059998,832.859985,832.859985,6992960000
2009-03-27,828.679993,828.679993,813.429993,815.940002,815.940002,5600210000
2009-03-30,809.070007,809.070007,779.809998,787.530029,787.530029,5912660000
2009-03-31,790.880005,810.47998,790.880005,797.869995,797.869995,6089100000
2009-04-01,793.590027,813.619995,783.320007,811.080017,811.080017,6034140000
2009-04-02,814.530029,845.609985,814.530029,834.380005,834.380005,7542810000
2009-04-03,835.130005,842.5,826.700012,842.5,842.5,5855640000
2009-04-06,839.75,839.75,822.789978,835.47998,835.47998,6210000000
2009-04-07,834.119995,834.119995,814.530029,815.549988,815.549988,5155580000
2009-04-08,816.76001,828.419983,814.840027,825.159973,825.159973,5938460000
2009-04-09,829.289978,856.909973,829.289978,856.559998,856.559998,7600710000
2009-04-13,855.330017,864.309998,845.349976,858.72998,858.72998,6434890000
2009-04-14,856.880005,856.880005,840.25,841.5,841.5,7569840000
2009-04-15,839.440002,852.929993,835.580017,852.059998,852.059998,6241100000
2009-04-16,854.539978,870.349976,847.039978,865.299988,865.299988,6598670000
2009-04-17,865.179993,875.630005,860.869995,869.599976,869.599976,7352010000
2009-04-20,868.27002,868.27002,832.390015,832.390015,832.390015,6973960000
2009-04-21,831.25,850.090027,826.830017,850.080017,850.080017,7436490000
2009-04-22,847.26001,861.780029,840.570007,843.549988,843.549988,7327860000
2009-04-23,844.619995,852.869995,835.450012,851.919983,851.919983,6563100000
2009-04-24,853.909973,871.799988,853.909973,866.22998,866.22998,7114440000
2009-04-27,862.820007,868.830017,854.650024,857.51001,857.51001,5613460000
2009-04-28,854.47998,864.47998,847.119995,855.159973,855.159973,6328000000
2009-04-29,856.849976,882.059998,856.849976,873.640015,873.640015,6101620000
2009-04-30,876.590027,888.700012,868.51001,872.809998,872.809998,6862540000
2009-05-01,872.73999,880.47998,866.099976,877.52002,877.52002,5312170000
2009-05-04,879.210022,907.849976,879.210022,907.23999,907.23999,7038840000
2009-05-05,906.099976,907.700012,897.340027,903.799988,903.799988,6882860000
2009-05-06,903.950012,920.280029,903.950012,919.530029,919.530029,8555040000
2009-05-07,919.580017,929.580017,901.359985,907.390015,907.390015,9120100000
2009-05-08,909.030029,930.169983,909.030029,929.22998,929.22998,8163280000
2009-05-11,922.98999,922.98999,908.679993,909.23999,909.23999,6150600000
2009-05-12,910.52002,915.570007,896.460022,908.349976,908.349976,6871750000
2009-05-13,905.400024,905.400024,882.799988,883.919983,883.919983,7091820000
2009-05-14,884.23999,898.359985,882.52002,893.070007,893.070007,6134870000
2009-05-15,892.76001,896.969971,878.940002,882.880005,882.880005,5439720000
2009-05-18,886.070007,910,886.070007,909.710022,909.710022,5702150000
2009-05-19,909.669983,916.390015,905.219971,908.130005,908.130005,6616270000
2009-05-20,908.619995,924.599976,901.369995,903.469971,903.469971,8205060000
2009-05-21,900.419983,900.419983,879.609985,888.330017,888.330017,6019840000
2009-05-22,888.679993,896.650024,883.75,887,887,5155320000
2009-05-26,887,911.76001,881.460022,910.330017,910.330017,5667050000
2009-05-27,909.950012,913.840027,891.869995,893.059998,893.059998,5698800000
